,level_0,index,PROBENAME,MODE,SUBMODEINDEX,BEAMSTYLEINDEX,SYSTXFREQINDEX,TXPGWAVEFORMSTYLE,TXFOCUSLOCCM,NUMTXELEMENTS,PROBENUMTXCYCLES,ISTXCHANNELMODULATIONEN,ISPRESETCPAEN,CPADELAYOFFSETCLK,TXPULSERLE,TXPGWAVEFORMLUT,ELEVAPERINDEX,SYSTEMPULSERSEL,VTXINDEX,Count,OrgBeamstyleIdx,bsIndexTrace,TxFrequencyHz,ProbeNumTxCycles
179,49,308,14L5,Cb,0,5,22,1,0.5,8,4.0,0,0,0,0,0.0,0,0,0,3,5,10,5333300,4.0
180,50,309,14L5,Cb,0,5,22,1,0.75,13,4.0,0,0,0,0,0.0,0,0,0,3,5,10,5333300,4.0
181,51,310,14L5,Cb,0,5,22,1,1.0,17,4.0,0,0,0,0,0.0,1,0,0,3,5,10,5333300,4.0
182,52,311,14L5,Cb,0,5,22,1,1.5,25,4.0,0,0,0,0,0.0,1,0,0,3,5,10,5333300,4.0
183,53,312,14L5,Cb,0,5,22,1,2.25,38,4.0,0,0,0,0,0.0,1,0,0,3,5,10,5333300,4.0
184,54,313,14L5,Cb,0,5,22,1,3.5,58,4.0,0,0,0,0,0.0,1,0,0,3,5,10,5333300,4.0
185,55,314,14L5,Cb,0,5,22,1,5.25,88,4.0,0,0,0,0,0.0,1,0,0,3,5,10,5333300,4.0
186,56,315,14L5,Cb,0,5,24,1,0.25,4,4.0,0,0,0,0,0.0,0,0,0,3,5,10,6153800,4.0
187,57,316,14L5,Cb,0,5,24,1,0.5,8,4.0,0,0,0,0,0.0,0,0,0,3,5,10,6153800,4.0
188,58,317,14L5,Cb,0,5,24,1,0.75,13,4.0,0,0,0,0,0.0,0,0,0,3,5,10,6153800,4.0
189,59,318,14L5,Cb,0,5,24,1,1.0,17,4.0,0,0,0,0,0.0,1,0,0,3,5,10,6153800,4.0
190,60,319,14L5,Cb,0,5,24,1,1.5,25,4.0,0,0,0,0,0.0,1,0,0,3,5,10,6153800,4.0
191,61,320,14L5,Cb,0,5,24,1,2.25,38,4.0,0,0,0,0,0.0,1,0,0,3,5,10,6153800,4.0
192,62,321,14L5,Cb,0,5,24,1,3.5,58,4.0,0,0,0,0,0.0,1,0,0,3,5,10,6153800,4.0
193,63,322,14L5,Cb,0,5,24,1,5.25,88,4.0,0,0,0,0,0.0,1,0,0,3,5,10,6153800,4.0
194,64,403,14L5,Cb,0,5,26,1,0.5,8,4.0,0,0,0,0,0.0,0,0,0,3,5,10,7272700,4.0
195,65,404,14L5,Cb,0,5,26,1,0.75,13,4.0,0,0,0,0,0.0,0,0,0,3,5,10,7272700,4.0
196,66,405,14L5,Cb,0,5,26,1,1.0,17,4.0,0,0,0,0,0.0,1,0,0,3,5,10,7272700,4.0
197,67,406,14L5,Cb,0,5,26,1,1.5,25,4.0,0,0,0,0,0.0,1,0,0,3,5,10,7272700,4.0
198,68,407,14L5,Cb,0,5,26,1,2.25,38,4.0,0,0,0,0,0.0,1,0,0,3,5,10,7272700,4.0
199,69,408,14L5,Cb,0,5,26,1,3.5,58,4.0,0,0,0,0,0.0,1,0,0,3,5,10,7272700,4.0
200,70,409,14L5,Cb,0,5,26,1,5.25,88,4.0,0,0,0,0,0.0,1,0,0,3,5,10,7272700,4.0
201,71,410,14L5,Cb,0,5,26,1,7.0,117,4.0,0,0,0,0,0.0,1,0,0,3,5,10,7272700,4.0
202,72,411,14L5,Cb,0,5,28,1,0.5,8,4.0,0,0,0,0,0.0,0,0,0,3,5,10,8888900,4.0
203,73,412,14L5,Cb,0,5,28,1,0.75,13,4.0,0,0,0,0,0.0,0,0,0,3,5,10,8888900,4.0
204,74,413,14L5,Cb,0,5,28,1,1.0,17,4.0,0,0,0,0,0.0,1,0,0,3,5,10,8888900,4.0
205,75,414,14L5,Cb,0,5,28,1,1.5,25,4.0,0,0,0,0,0.0,1,0,0,3,5,10,8888900,4.0
206,76,415,14L5,Cb,0,5,28,1,2.25,38,4.0,0,0,0,0,0.0,1,0,0,3,5,10,8888900,4.0
207,77,416,14L5,Cb,0,5,28,1,3.5,58,4.0,0,0,0,0,0.0,1,0,0,3,5,10,8888900,4.0
208,78,417,14L5,Cb,0,5,28,1,5.25,88,4.0,0,0,0,0,0.0,1,0,0,3,5,10,8888900,4.0
209,79,418,14L5,Cb,0,5,28,1,7.0,117,4.0,0,0,0,0,0.0,1,0,0,3,5,10,8888900,4.0
210,210,451,14L5,D,0,10,22,1,0.25,3,4.0,1,0,0,0,0.0,0,0,0,1,10,0,5333300,4.0
211,211,452,14L5,D,0,10,22,1,0.5,6,4.0,1,0,0,0,0.0,0,0,0,1,10,0,5333300,4.0
212,212,453,14L5,D,0,10,22,1,0.75,9,4.0,1,0,0,0,0.0,0,0,0,1,10,0,5333300,4.0
213,213,454,14L5,D,0,10,22,1,1.0,13,4.0,1,0,0,0,0.0,1,0,0,1,10,0,5333300,4.0
214,214,455,14L5,D,0,10,22,1,1.5,19,4.0,1,0,0,0,0.0,1,0,0,1,10,0,5333300,4.0
215,215,456,14L5,D,0,10,22,1,2.25,28,4.0,1,0,0,0,0.0,1,0,0,1,10,0,5333300,4.0
216,216,457,14L5,D,0,10,22,1,3.5,44,4.0,1,0,0,0,0.0,1,0,0,1,10,0,5333300,4.0
217,217,458,14L5,D,0,10,22,1,5.25,66,4.0,1,0,0,0,0.0,1,0,0,1,10,0,5333300,4.0
218,218,459,14L5,D,0,10,24,1,0.25,3,4.0,1,0,0,0,0.0,0,0,0,1,10,0,6153800,4.0
219,219,460,14L5,D,0,10,24,1,0.5,6,4.0,1,0,0,0,0.0,0,0,0,1,10,0,6153800,4.0
220,220,461,14L5,D,0,10,24,1,0.75,9,4.0,1,0,0,0,0.0,0,0,0,1,10,0,6153800,4.0
221,221,462,14L5,D,0,10,24,1,1.0,13,4.0,1,0,0,0,0.0,1,0,0,1,10,0,6153800,4.0
222,222,463,14L5,D,0,10,24,1,1.5,19,4.0,1,0,0,0,0.0,1,0,0,1,10,0,6153800,4.0
223,223,464,14L5,D,0,10,24,1,2.25,28,4.0,1,0,0,0,0.0,1,0,0,1,10,0,6153800,4.0
224,224,465,14L5,D,0,10,24,1,3.5,44,4.0,1,0,0,0,0.0,1,0,0,1,10,0,6153800,4.0
225,225,466,14L5,D,0,10,24,1,5.25,66,4.0,1,0,0,0,0.0,1,0,0,1,10,0,6153800,4.0
