,Mode,SubModeIndex,BeamStyleIndex,SysTxFreqIndex,TxpgWaveformStyle,TxFocusLocCm,NumTxElements,ProbeNumTxCycles,IsTxChannelModulationEn,IsPresetCpaEn,CpaDelayOffsetClk,ElevAperIndex,SystemPulserSel,VTxIndex,TxPulseRle,isDuplicate,groupIndex,probeId,probeName,maxTxVoltageVolt,ceilTxVoltageVolt,totalVoltagePt,zStartDistCm,DTxFreqIndex,dumpSwVersion,measSetComments,numMeasVoltage,OrgBeamstyleIdx,bsIndexTrace,TxFrequencyHz,profTxVoltageVolt,zMeasNum
42,B,1,1,15,1,1.5,25,2.0,1,0,0,0,,1,,0.0,6,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,0,3636400,56.04,45.0
43,B,1,1,15,1,2.0,34,2.0,1,0,0,0,,1,,0.0,6,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,0,3636400,56.04,45.0
44,B,1,1,15,1,3.0,54,2.0,1,0,0,0,,1,,0.0,6,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,0,3636400,56.04,45.0
45,B,1,1,15,1,4.0,60,2.0,1,0,0,0,,1,,0.0,6,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,0,3636400,56.04,75.0
46,B,1,1,15,1,6.0,64,2.0,1,0,0,0,,1,,0.0,6,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,0,3636400,56.04,75.0
47,B,1,1,15,1,8.0,66,2.0,1,0,0,0,,1,,0.0,6,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,0,3636400,56.04,115.0
48,B,1,1,16,1,0.5,5,1.5,0,0,0,0,,1,,1.0,7,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,3809500,56.04,45.0
49,B,1,1,16,1,1.0,9,1.5,0,0,0,0,,1,,1.0,7,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,3809500,56.04,45.0
50,B,1,1,16,1,1.5,14,1.5,0,0,0,0,,1,,1.0,7,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,3809500,56.04,45.0
51,B,1,1,16,1,2.0,19,1.5,0,0,0,0,,1,,1.0,7,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,3809500,56.04,45.0
52,B,1,1,16,1,3.0,28,1.5,0,0,0,0,,1,,1.0,7,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,3809500,56.04,45.0
53,B,1,1,16,1,4.0,39,1.5,0,0,0,0,,1,,1.0,7,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,3809500,56.04,75.0
54,B,1,1,16,1,6.0,44,1.5,0,0,0,0,,1,,1.0,7,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,3809500,56.04,75.0
55,B,1,1,16,1,8.0,46,1.5,0,0,0,0,,1,,1.0,7,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,3809500,56.04,115.0
56,B,1,1,17,1,0.5,5,1.5,0,0,0,0,,1,,1.0,8,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,4000000,56.04,45.0
57,B,1,1,17,1,1.0,10,1.5,0,0,0,0,,1,,1.0,8,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,4000000,56.04,45.0
58,B,1,1,17,1,1.5,16,1.5,0,0,0,0,,1,,1.0,8,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,4000000,56.04,45.0
59,B,1,1,17,1,2.0,21,1.5,0,0,0,0,,1,,1.0,8,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,4000000,56.04,45.0
60,B,1,1,17,1,3.0,39,1.5,0,0,0,0,,1,,1.0,8,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,4000000,56.04,45.0
61,B,1,1,17,1,4.0,42,1.5,0,0,0,0,,1,,1.0,8,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,4000000,56.04,75.0
62,B,1,1,17,1,6.0,44,1.5,0,0,0,0,,1,,1.0,8,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,4000000,56.04,75.0
63,B,1,1,17,1,8.0,46,1.5,0,0,0,0,,1,,1.0,8,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,1,20,4000000,56.04,115.0
104,M,1,20,15,1,0.5,8,2.0,0,0,0,0,,1,,0.0,9,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,20,0,3636400,56.04,45.0
105,M,1,20,15,1,1.0,17,2.0,0,0,0,0,,1,,0.0,9,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,20,0,3636400,56.04,45.0
106,M,1,20,15,1,1.5,25,2.0,0,0,0,0,,1,,0.0,9,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,20,0,3636400,56.04,45.0
107,M,1,20,15,1,2.0,34,2.0,0,0,0,0,,1,,0.0,9,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,20,0,3636400,56.04,45.0
108,M,1,20,15,1,3.0,54,2.0,0,0,0,0,,1,,0.0,9,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,20,0,3636400,56.04,45.0
109,M,1,20,15,1,4.0,60,2.0,0,0,0,0,,1,,0.0,9,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,20,0,3636400,56.04,75.0
110,M,1,20,15,1,6.0,64,2.0,0,0,0,0,,1,,0.0,9,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,20,0,3636400,56.04,75.0
111,M,1,20,15,1,8.0,66,2.0,0,0,0,0,,1,,0.0,9,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,20,0,3636400,56.04,115.0
0,Cb,0,5,16,1,0.5,5,4.0,0,0,0,0,0.0,0,0.0,1.0,10,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,3809500,56.04,45.0
1,Cb,0,5,16,1,1.0,10,4.0,0,0,0,0,0.0,0,0.0,1.0,10,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,3809500,56.04,45.0
2,Cb,0,5,16,1,1.5,16,4.0,0,0,0,0,0.0,0,0.0,1.0,10,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,3809500,56.04,45.0
3,Cb,0,5,16,1,2.0,21,4.0,0,0,0,0,0.0,0,0.0,1.0,10,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,3809500,56.04,45.0
4,Cb,0,5,16,1,3.0,28,4.0,0,0,0,0,0.0,0,0.0,1.0,10,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,3809500,56.04,45.0
5,Cb,0,5,16,1,4.0,29,4.0,0,0,0,0,0.0,0,0.0,1.0,10,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,3809500,56.04,75.0
6,Cb,0,5,16,1,6.0,32,4.0,0,0,0,0,0.0,0,0.0,1.0,10,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,3809500,56.04,75.0
7,Cb,0,5,16,1,8.0,33,4.0,0,0,0,0,0.0,0,0.0,1.0,10,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,3809500,56.04,115.0
8,Cb,0,5,19,1,0.5,5,4.0,0,0,0,0,0.0,0,0.0,1.0,11,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,4444400,56.04,45.0
9,Cb,0,5,19,1,1.0,10,4.0,0,0,0,0,0.0,0,0.0,1.0,11,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,4444400,56.04,45.0
10,Cb,0,5,19,1,1.5,16,4.0,0,0,0,0,0.0,0,0.0,1.0,11,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,4444400,56.04,45.0
11,Cb,0,5,19,1,2.0,21,4.0,0,0,0,0,0.0,0,0.0,1.0,11,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,4444400,56.04,45.0
12,Cb,0,5,19,1,3.0,28,4.0,0,0,0,0,0.0,0,0.0,1.0,11,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,4444400,56.04,45.0
13,Cb,0,5,19,1,4.0,29,4.0,0,0,0,0,0.0,0,0.0,1.0,11,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,4444400,56.04,75.0
14,Cb,0,5,19,1,6.0,32,4.0,0,0,0,0,0.0,0,0.0,1.0,11,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,4444400,56.04,75.0
15,Cb,0,5,19,1,8.0,33,4.0,0,0,0,0,0.0,0,0.0,1.0,11,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,4444400,56.04,115.0
16,Cb,0,5,21,1,0.5,5,4.0,0,0,0,0,0.0,0,0.0,1.0,12,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,5000000,56.04,45.0
17,Cb,0,5,21,1,1.0,10,4.0,0,0,0,0,0.0,0,0.0,1.0,12,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,5000000,56.04,45.0
18,Cb,0,5,21,1,1.5,16,4.0,0,0,0,0,0.0,0,0.0,1.0,12,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,5000000,56.04,45.0
19,Cb,0,5,21,1,2.0,21,4.0,0,0,0,0,0.0,0,0.0,1.0,12,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,5000000,56.04,45.0
20,Cb,0,5,21,1,3.0,28,4.0,0,0,0,0,0.0,0,0.0,1.0,12,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,5000000,56.04,45.0
21,Cb,0,5,21,1,4.0,29,4.0,0,0,0,0,0.0,0,0.0,1.0,12,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,5000000,56.04,75.0
22,Cb,0,5,21,1,6.0,32,4.0,0,0,0,0,0.0,0,0.0,1.0,12,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,5000000,56.04,75.0
23,Cb,0,5,21,1,8.0,33,4.0,0,0,0,0,0.0,0,0.0,1.0,12,11014154,5P1,90,90,20,0.5,0,2024-06-19,Beamstyle_5P1_Intensity,10,5,10,5000000,56.04,115.0
