measSetComments,probeId,BeamStyleIndex,bsIndexTrace,TxFrequencyHz,TxFocusLocCm,maxTxVoltageVolt,ceilTxVoltageVolt,profTxVoltageVolt,totalVoltagePt,numMeasVoltage,NumTxElements,TxpgWaveformStyle,ProbeNumTxCycles,elevAperIndex,zStartDistCm,zMeasNum,IsTxChannelModulationEn,dumpSwVersion,DTxFreqIndex,VTxIndex,IsPresetCpaEn,TxPulseRle,SystemPulserSel,CpaDelayOffsetClk,zt_est
Beamstyle_10L4_Intensity,10787114,10,0,4000000,7.0,90,90,56.04,20,8,88,1,4.0,1,0.5,115.0,1,1,0,0,0,0,0,0,3.1
Beamstyle_10L4_Intensity,10787114,10,0,4000000,9.0,90,90,56.04,20,8,114,1,4.0,1,0.5,115.0,1,1,0,0,0,0,0,0,1.0
Beamstyle_10L4_Intensity,10787114,10,0,4000000,12.0,90,90,56.04,20,8,151,1,4.0,1,0.5,135.0,1,1,0,0,0,0,0,0,1.8
Beamstyle_10L4_Intensity,10787114,10,0,5333300,1.0,90,90,56.04,20,8,13,1,4.0,0,0.5,45.0,1,1,0,0,0,0,0,0,2.1
Beamstyle_10L4_Intensity,10787114,10,0,5333300,1.5,90,90,56.04,20,8,19,1,4.0,0,0.5,45.0,1,1,0,0,0,0,0,0,1.2
Beamstyle_10L4_Intensity,10787114,10,0,5333300,2.0,90,90,56.04,20,8,25,1,4.0,0,0.5,45.0,1,1,0,0,0,0,0,0,3.6
Beamstyle_10L4_Intensity,10787114,10,0,5333300,2.5,90,90,56.04,20,8,31,1,4.0,0,0.5,45.0,1,1,0,0,0,0,0,0,2.0
Beamstyle_10L4_Intensity,10787114,10,0,5333300,3.0,90,90,56.04,20,8,38,1,4.0,0,0.5,45.0,1,1,0,0,0,0,0,0,2.4
Beamstyle_10L4_Intensity,10787114,10,0,5333300,4.0,90,90,56.04,20,8,50,1,4.0,0,0.5,75.0,1,1,0,0,0,0,0,0,3.0
Beamstyle_10L4_Intensity,10787114,10,0,5333300,5.0,90,90,56.04,20,8,63,1,4.0,1,0.5,75.0,1,1,0,0,0,0,0,0,3.0
Beamstyle_10L4_Intensity,10787114,10,0,5333300,7.0,90,90,56.04,20,8,88,1,4.0,1,0.5,115.0,1,1,0,0,0,0,0,0,3.1
Beamstyle_10L4_Intensity,10787114,10,0,5333300,9.0,90,90,56.04,20,8,114,1,4.0,1,0.5,115.0,1,1,0,0,0,0,0,0,1.2
Beamstyle_10L4_Intensity,10787114,10,0,5333300,12.0,90,90,56.04,20,8,151,1,4.0,1,0.5,135.0,1,1,0,0,0,0,0,0,1.9
Beamstyle_10L4_Temperature,10787114,0,0,6666700,12.0,90,90,56.04,20,8,192,2,1.5,0,0.5,45.0,1,1,0,1,0,0,0,0,0.0
Beamstyle_10L4_Temperature,10787114,0,0,8888900,12.0,90,90,56.04,20,8,192,2,1.5,0,0.5,45.0,1,1,0,1,0,0,0,0,0.0
Beamstyle_10L4_Temperature,10787114,0,0,11428600,12.0,90,90,56.04,20,8,192,2,1.5,0,0.5,45.0,1,1,0,1,0,0,0,0,0.0
Beamstyle_10L4_Temperature,10787114,5,0,4000000,12.0,90,90,56.04,20,8,192,1,4.0,0,0.5,45.0,0,1,0,0,0,0,0,0,0.0
Beamstyle_10L4_Temperature,10787114,5,0,5333300,12.0,90,90,56.04,20,8,192,1,4.0,0,0.5,45.0,0,1,0,0,0,0,0,0,0.0
Beamstyle_10L4_Temperature,10787114,5,0,6153800,12.0,90,90,56.04,20,8,192,1,4.0,0,0.5,45.0,0,1,0,0,0,0,0,0,0.0
Beamstyle_10L4_Temperature,10787114,5,0,7272700,12.0,90,90,56.04,20,8,192,1,4.0,0,0.5,45.0,0,1,0,0,0,0,0,0,0.0
Beamstyle_10L4_Temperature,10787114,10,0,4000000,12.0,90,90,56.04,20,8,192,1,4.0,0,0.5,45.0,1,1,0,0,0,0,0,0,0.0
Beamstyle_10L4_Temperature,10787114,10,0,5333300,12.0,90,90,56.04,20,8,192,1,4.0,0,0.5,45.0,1,1,0,0,0,0,0,0,0.0
Beamstyle_10L4_Power,10787114,0,0,6666700,12.0,90,90,56.04,20,8,50,2,1.5,0,0.5,45.0,1,1,0,1,0,0,0,0,0.0
Beamstyle_10L4_Power,10787114,0,0,8888900,12.0,90,90,56.04,20,8,50,2,1.5,0,0.5,45.0,1,1,0,1,0,0,0,0,0.0
Beamstyle_10L4_Power,10787114,0,0,11428600,12.0,90,90,56.04,20,8,50,2,1.5,0,0.5,45.0,1,1,0,1,0,0,0,0,0.0
Beamstyle_10L4_Power,10787114,5,0,4000000,12.0,90,90,56.04,20,8,50,1,4.0,0,0.5,45.0,0,1,0,0,0,0,0,0,0.0
Beamstyle_10L4_Power,10787114,5,0,5333300,12.0,90,90,56.04,20,8,50,1,4.0,0,0.5,45.0,0,1,0,0,0,0,0,0,0.0
Beamstyle_10L4_Power,10787114,5,0,6153800,12.0,90,90,56.04,20,8,50,1,4.0,0,0.5,45.0,0,1,0,0,0,0,0,0,0.0
Beamstyle_10L4_Power,10787114,5,0,7272700,12.0,90,90,56.04,20,8,50,1,4.0,0,0.5,45.0,0,1,0,0,0,0,0,0,0.0
Beamstyle_10L4_Power,10787114,10,0,4000000,12.0,90,90,56.04,20,8,50,1,4.0,0,0.5,45.0,1,1,0,0,0,0,0,0,0.0
Beamstyle_10L4_Power,10787114,10,0,5333300,12.0,90,90,56.04,20,8,50,1,4.0,0,0.5,45.0,1,1,0,0,0,0,0,0,0.0
