,measSetId,probeId,beamstyleIndex,txFrequencyHz,focusRangeCm,numTxElements,txpgWaveformStyle,numTxCycles,elevAperIndex,IsTxAperModulationEn,probeName,probePitchCm,probeRadiusCm,probeElevAperCm0,probeElevAperCm1,probeElevFocusRangCm,probeElevFocusRangCm1,measResId,zt,RankNo
0,1,11291796,0,1538500.0,2.0,47,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,678,5.099999904632568,1
1,2,11291796,0,1538500.0,4.0,93,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,369,4.400000095367432,1
2,3,11291796,0,1538500.0,6.0,96,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,370,4.5,1
3,4,11291796,0,1538500.0,8.0,96,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,371,4.699999809265137,1
4,5,11291796,0,1538500.0,10.0,96,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,372,4.599999904632568,1
5,6,11291796,0,1538500.0,12.0,96,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,373,4.900000095367432,1
6,7,11291796,0,1538500.0,15.0,96,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,376,4.800000190734863,1
7,8,11291796,0,1538500.0,18.0,96,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,378,5.099999904632568,1
8,9,11291796,0,1818200.0,2.0,47,2,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,380,5.099999904632568,1
9,10,11291796,0,1818200.0,4.0,93,2,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,382,4.199999809265137,1
10,11,11291796,0,1818200.0,6.0,96,2,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,384,4.599999904632568,1
11,12,11291796,0,1818200.0,8.0,96,2,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,385,4.599999904632568,1
12,13,11291796,0,1818200.0,10.0,96,2,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,387,4.599999904632568,1
13,14,11291796,0,1818200.0,12.0,96,2,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,390,4.900000095367432,1
14,15,11291796,0,1818200.0,15.0,96,2,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,392,4.800000190734863,1
15,16,11291796,0,1818200.0,18.0,96,2,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,394,5.0,1
16,17,11291796,0,2000000.0,2.0,47,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,396,5.099999904632568,1
17,18,11291796,0,2000000.0,4.0,93,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,398,4.300000190734863,1
18,19,11291796,0,2000000.0,6.0,96,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,400,4.699999809265137,1
19,20,11291796,0,2000000.0,8.0,96,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,402,4.599999904632568,1
20,21,11291796,0,2000000.0,10.0,96,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,403,4.699999809265137,1
21,22,11291796,0,2000000.0,12.0,96,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,409,4.900000095367432,1
22,23,11291796,0,2000000.0,15.0,96,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,411,4.900000095367432,1
23,24,11291796,0,2000000.0,18.0,96,2,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,413,4.900000095367432,1
24,25,11291796,0,2857100.0,2.0,47,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,415,5.900000095367432,1
25,26,11291796,0,2857100.0,4.0,93,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,417,4.800000190734863,1
26,27,11291796,0,2857100.0,6.0,96,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,419,5.0,1
27,28,11291796,0,2857100.0,8.0,96,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,420,5.300000190734863,1
28,29,11291796,0,2857100.0,10.0,96,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,422,5.400000095367432,1
29,30,11291796,0,2857100.0,12.0,96,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,425,5.300000190734863,1
30,31,11291796,0,2857100.0,15.0,96,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,427,5.599999904632568,1
31,32,11291796,0,2857100.0,18.0,96,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,429,5.400000095367432,1
32,33,11291796,0,3076900.0,2.0,47,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,431,5.900000095367432,1
33,34,11291796,0,3076900.0,4.0,93,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,433,5.0,1
34,35,11291796,0,3076900.0,6.0,96,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,434,5.0,1
35,36,11291796,0,3076900.0,8.0,96,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,436,5.300000190734863,1
36,37,11291796,0,3076900.0,10.0,96,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,438,5.5,1
37,38,11291796,0,3076900.0,12.0,96,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,440,5.5,1
38,39,11291796,0,3076900.0,15.0,96,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,443,5.5,1
39,40,11291796,0,3076900.0,18.0,96,2,1.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,445,5.699999809265137,1
40,41,11291796,1,1538500.0,2.0,47,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,447,4.5,1
41,42,11291796,1,1538500.0,4.0,93,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,451,4.5,1
42,43,11291796,1,1538500.0,6.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,454,4.599999904632568,1
43,44,11291796,1,1538500.0,8.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,456,4.599999904632568,1
44,45,11291796,1,1538500.0,10.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,459,4.5,1
45,46,11291796,1,1538500.0,12.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,462,4.800000190734863,1
46,47,11291796,1,1538500.0,15.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,464,4.400000095367432,1
47,48,11291796,1,1538500.0,18.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,466,4.699999809265137,1
48,49,11291796,1,1818200.0,2.0,47,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,468,4.699999809265137,1
49,50,11291796,1,1818200.0,4.0,93,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,470,4.400000095367432,1
50,51,11291796,1,1818200.0,6.0,96,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,472,4.5,1
51,52,11291796,1,1818200.0,8.0,96,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,475,4.900000095367432,1
52,53,11291796,1,1818200.0,10.0,96,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,477,4.5,1
53,54,11291796,1,1818200.0,12.0,96,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,479,4.699999809265137,1
54,55,11291796,1,1818200.0,15.0,96,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,481,4.800000190734863,1
55,56,11291796,1,1818200.0,18.0,96,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,483,4.699999809265137,1
56,57,11291796,1,2000000.0,2.0,47,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,485,4.800000190734863,1
57,58,11291796,1,2000000.0,4.0,93,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,487,4.099999904632568,1
58,59,11291796,1,2000000.0,6.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,489,4.400000095367432,1
59,60,11291796,1,2000000.0,8.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,491,4.599999904632568,1
60,61,11291796,1,2000000.0,10.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,493,4.599999904632568,1
61,62,11291796,1,2000000.0,12.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,498,4.599999904632568,1
62,63,11291796,1,2000000.0,15.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,500,4.599999904632568,1
63,64,11291796,1,2000000.0,18.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,502,4.599999904632568,1
64,65,11291796,1,2222200.0,2.0,47,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,505,4.800000190734863,1
65,66,11291796,1,2222200.0,4.0,93,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,506,4.300000190734863,1
66,67,11291796,1,2222200.0,6.0,96,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,508,4.5,1
67,68,11291796,1,2222200.0,8.0,96,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,510,4.599999904632568,1
68,69,11291796,1,2222200.0,10.0,96,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,512,4.599999904632568,1
69,70,11291796,1,2222200.0,12.0,96,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,514,4.599999904632568,1
70,71,11291796,1,2222200.0,15.0,96,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,516,4.800000190734863,1
71,72,11291796,1,2222200.0,18.0,96,1,1.5,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,518,4.599999904632568,1
72,73,11291796,1,2500000.0,2.0,47,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,521,5.199999809265137,1
73,74,11291796,1,2500000.0,4.0,93,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,523,4.199999809265137,1
74,75,11291796,1,2500000.0,6.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,524,4.599999904632568,1
75,76,11291796,1,2500000.0,8.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,526,4.699999809265137,1
76,77,11291796,1,2500000.0,10.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,528,4.599999904632568,1
77,78,11291796,1,2500000.0,12.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,530,4.699999809265137,1
78,79,11291796,1,2500000.0,15.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,532,4.800000190734863,1
79,80,11291796,1,2500000.0,18.0,96,1,2.0,0,1,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,534,4.900000095367432,1
80,89,11291796,5,1818200.0,2.0,47,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,552,4.599999904632568,1
81,90,11291796,5,1818200.0,4.0,93,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,554,3.9000000953674316,1
82,91,11291796,5,1818200.0,6.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,556,4.300000190734863,1
83,92,11291796,5,1818200.0,8.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,558,4.300000190734863,1
84,93,11291796,5,1818200.0,10.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,560,4.400000095367432,1
85,94,11291796,5,1818200.0,12.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,563,4.5,1
86,95,11291796,5,1818200.0,15.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,566,4.599999904632568,1
87,96,11291796,5,1818200.0,18.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,569,4.699999809265137,1
88,97,11291796,5,2000000.0,2.0,47,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,571,4.5,1
89,98,11291796,5,2000000.0,4.0,93,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,573,3.799999952316284,1
90,99,11291796,5,2000000.0,6.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,575,4.199999809265137,1
91,100,11291796,5,2000000.0,8.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,578,4.400000095367432,1
92,101,11291796,5,2000000.0,10.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,582,4.400000095367432,1
93,102,11291796,5,2000000.0,12.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,585,4.599999904632568,1
94,103,11291796,5,2000000.0,15.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,587,4.599999904632568,1
95,104,11291796,5,2000000.0,18.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,590,4.599999904632568,1
96,105,11291796,5,2500000.0,2.0,47,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,593,4.900000095367432,1
97,106,11291796,5,2500000.0,4.0,93,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,595,3.799999952316284,1
98,107,11291796,5,2500000.0,6.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,597,4.099999904632568,1
99,108,11291796,5,2500000.0,8.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,599,4.400000095367432,1
100,109,11291796,5,2500000.0,10.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,601,4.599999904632568,1
101,110,11291796,5,2500000.0,12.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,604,4.599999904632568,1
102,111,11291796,5,2500000.0,15.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,607,4.699999809265137,1
103,112,11291796,5,2500000.0,18.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,610,4.599999904632568,1
104,113,11291796,5,3076900.0,2.0,47,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,612,5.199999809265137,1
105,114,11291796,5,3076900.0,4.0,93,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,614,3.9000000953674316,1
106,115,11291796,5,3076900.0,6.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,616,4.300000190734863,1
107,116,11291796,5,3076900.0,8.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,618,4.599999904632568,1
108,117,11291796,5,3076900.0,10.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,621,4.800000190734863,1
109,118,11291796,5,3076900.0,12.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,623,4.800000190734863,1
110,119,11291796,5,3076900.0,15.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,626,4.800000190734863,1
111,120,11291796,5,3076900.0,18.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,628,4.800000190734863,1
112,121,11291796,5,3636400.0,2.0,47,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,633,5.400000095367432,1
113,122,11291796,5,3636400.0,4.0,93,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,636,4.099999904632568,1
114,123,11291796,5,3636400.0,6.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,637,4.5,1
115,124,11291796,5,3636400.0,8.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,639,4.800000190734863,1
116,125,11291796,5,3636400.0,10.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,641,5.099999904632568,1
117,126,11291796,5,3636400.0,12.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,643,5.199999809265137,1
118,127,11291796,5,3636400.0,15.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,646,5.0,1
119,128,11291796,5,3636400.0,18.0,96,1,3.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,648,5.199999809265137,1
120,129,11291796,10,1818200.0,2.0,47,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,652,4.800000190734863,1
121,130,11291796,10,1818200.0,4.0,93,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,654,4.0,1
122,131,11291796,10,1818200.0,6.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,655,4.199999809265137,1
123,132,11291796,10,1818200.0,8.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,657,4.400000095367432,1
124,133,11291796,10,1818200.0,10.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,659,4.400000095367432,1
125,134,11291796,10,1818200.0,12.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,662,4.400000095367432,1
126,135,11291796,10,1818200.0,15.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,664,4.599999904632568,1
127,136,11291796,10,1818200.0,18.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,668,4.599999904632568,1
128,137,11291796,10,2000000.0,2.0,47,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,671,4.5,1
129,138,11291796,10,2000000.0,4.0,93,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,672,3.700000047683716,1
130,139,11291796,10,2000000.0,6.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,674,4.199999809265137,1
131,140,11291796,10,2000000.0,8.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,676,4.400000095367432,1
132,141,11291796,10,2000000.0,10.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,680,4.5,1
133,142,11291796,10,2000000.0,12.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,684,4.599999904632568,1
134,143,11291796,10,2000000.0,15.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,687,4.599999904632568,1
135,144,11291796,10,2000000.0,18.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,689,4.599999904632568,1
136,145,11291796,10,2500000.0,2.0,47,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,692,4.900000095367432,1
137,146,11291796,10,2500000.0,4.0,93,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,693,3.799999952316284,1
138,147,11291796,10,2500000.0,6.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,695,4.099999904632568,1
139,148,11291796,10,2500000.0,8.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,697,4.300000190734863,1
140,149,11291796,10,2500000.0,10.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,699,4.599999904632568,1
141,150,11291796,10,2500000.0,12.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,700,4.5,1
142,151,11291796,10,2500000.0,15.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,701,4.599999904632568,1
143,152,11291796,10,2500000.0,18.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1061,5.900000095367432,1
144,153,11291796,10,3076900.0,2.0,47,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,317,4.900000095367432,1
145,154,11291796,10,3076900.0,4.0,93,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1063,5.900000095367432,1
146,155,11291796,10,3076900.0,6.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1064,5.900000095367432,1
147,156,11291796,10,3076900.0,8.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1065,5.900000095367432,1
148,157,11291796,10,3076900.0,10.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1066,5.900000095367432,1
149,158,11291796,10,3076900.0,12.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1067,5.900000095367432,1
150,159,11291796,10,3076900.0,15.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1068,5.900000095367432,1
151,160,11291796,10,3076900.0,18.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1069,5.900000095367432,1
152,161,11291796,10,3636400.0,2.0,47,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1070,5.900000095367432,1
153,162,11291796,10,3636400.0,4.0,93,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1071,5.900000095367432,1
154,163,11291796,10,3636400.0,6.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1072,5.900000095367432,1
155,164,11291796,10,3636400.0,8.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1073,5.900000095367432,1
156,165,11291796,10,3636400.0,10.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1074,5.900000095367432,1
157,166,11291796,10,3636400.0,12.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1075,5.900000095367432,1
158,167,11291796,10,3636400.0,15.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1076,5.900000095367432,1
159,168,11291796,10,3636400.0,18.0,96,1,4.0,0,0,5V1,0.0215000007301569,0.0,1.2000000476837158,0.0,6.0,0.0,1077,5.900000095367432,1
160,214,11291794,0,2500000.0,2.0,25,1,2.5,0,1,5C1,0.03180000185966492,4.599999904632568,1.2000000476837158,0.0,5.5,0.0,26,4.699999809265137,1
161,215,11291794,0,2500000.0,4.0,51,1,2.5,0,1,5C1,0.03180000185966492,4.599999904632568,1.2000000476837158,0.0,5.5,0.0,27,4.099999904632568,1
162,216,11291794,0,2500000.0,6.0,76,1,2.5,0,1,5C1,0.03180000185966492,4.599999904632568,1.2000000476837158,0.0,5.5,0.0,28,4.199999809265137,1
163,217,11291794,0,2500000.0,8.0,103,1,2.5,0,1,5C1,0.03180000185966492,4.599999904632568,1.2000000476837158,0.0,5.5,0.0,29,4.0,1
164,222,11291794,0,2857100.0,2.0,25,2,2.5,0,1,5C1,0.03180000185966492,4.599999904632568,1.2000000476837158,0.0,5.5,0.0,34,4.800000190734863,1
165,223,11291794,0,2857100.0,4.0,51,2,2.5,0,1,5C1,0.03180000185966492,4.599999904632568,1.2000000476837158,0.0,5.5,0.0,35,4.300000190734863,1
166,224,11291794,0,2857100.0,6.0,76,2,2.5,0,1,5C1,0.03180000185966492,4.599999904632568,1.2000000476837158,0.0,5.5,0.0,130,4.400000095367432,1
167,225,11291794,0,2857100.0,8.0,103,2,2.5,0,1,5C1,0.03180000185966492,4.599999904632568,1.2000000476837158,0.0,5.5,0.0,131,4.5,1
168,226,11291794,0,2857100.0,10.0,130,2,2.5,0,1,5C1,0.03180000185966492,4.599999904632568,1.2000000476837158,0.0,5.5,0.0,132,4.599999904632568,1
