measSetComments,probeId,BeamStyleIndex,bsIndexTrace,TxFrequencyHz,TxFocusLocCm,maxTxVoltageVolt,ceilTxVoltageVolt,profTxVoltageVolt,totalVoltagePt,numMeasVoltage,NumTxElements,TxpgWaveformStyle,ProbeNumTxCycles,elevAperIndex,zStartDistCm,zMeasNum,IsTxChannelModulationEn,dumpSwVersion,DTxFreqIndex,VTxIndex,IsPresetCpaEn,TxPulseRle,SystemPulserSel,CpaDelayOffsetClk,zt_est
Beamstyle_P4-2_Intensity,10136143,1,20,1538500,18,90,90,56.04,20,8,64,1,2,0,0.5,135,0,1st_LUT,0,1,0,0,0,0,4.9
Beamstyle_P4-2_Intensity,10136143,1,20,1666700,3,90,90,56.04,20,8,29,0,4,0,0.5,45,0,1st_LUT,0,1,0,0.0313:-1.0521:0.2292:-1.0521:0.1667:1.1146:0.1667:1.1146:0.0834:-1.2188:0.0625:-1.2188:0.0209:1.2605:0.0209:1.2605:0.0209:-1.2188:0.0625:-1.2188:0.0834:1.1146:0.1667:1.1146:0.1667:-1.0521:0.2292:-1.0521,0,0,5.8
