,Mode,SubModeIndex,BeamStyleIndex,SysTxFreqIndex,TxpgWaveformStyle,TxFocusLocCm,NumTxElements,ProbeNumTxCycles,IsTxChannelModulationEn,IsPresetCpaEn,CpaDelayOffsetClk,ElevAperIndex,SystemPulserSel,VTxIndex,TxPulseRle,isDuplicate,groupIndex,probeId,probeName,maxTxVoltageVolt,ceilTxVoltageVolt,totalVoltagePt,zStartDistCm,DTxFreqIndex,dumpSwVersion,measSetComments,numMeasVoltage,OrgBeamstyleIdx,bsIndexTrace,TxFrequencyHz,profTxVoltageVolt,zMeasNum,zt_est
26,B,1,1,17,1,1.5,16,1.5,0,0,0,0,,1,,1,4,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,1,20,4000000,56.04,45.0,2.0
27,B,1,1,17,1,2.0,21,1.5,0,0,0,0,,1,,1,4,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,1,20,4000000,56.04,45.0,2.0
28,B,1,1,17,1,3.0,39,1.5,0,0,0,0,,1,,1,4,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,1,20,4000000,56.04,45.0,2.0
29,B,1,1,17,1,4.0,42,1.5,0,0,0,0,,1,,1,4,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,1,20,4000000,56.04,75.0,2.0
30,B,1,1,17,1,6.0,44,1.5,0,0,0,0,,1,,1,4,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,1,20,4000000,56.04,75.0,2.0
31,B,1,1,17,1,8.0,46,1.5,0,0,0,0,,1,,1,4,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,1,20,4000000,56.04,115.0,2.0
40,M,1,20,15,1,0.5,8,2.0,0,0,0,0,,1,,0,5,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,20,0,3636400,56.04,45.0,2.0
41,M,1,20,15,1,1.0,17,2.0,0,0,0,0,,1,,0,5,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,20,0,3636400,56.04,45.0,2.0
42,M,1,20,15,1,1.5,25,2.0,0,0,0,0,,1,,0,5,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,20,0,3636400,56.04,45.0,1.9
43,M,1,20,15,1,2.0,34,2.0,0,0,0,0,,1,,0,5,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,20,0,3636400,56.04,45.0,1.9
44,M,1,20,15,1,3.0,54,2.0,0,0,0,0,,1,,0,5,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,20,0,3636400,56.04,45.0,1.9
45,M,1,20,15,1,4.0,60,2.0,0,0,0,0,,1,,0,5,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,20,0,3636400,56.04,75.0,1.8
46,M,1,20,15,1,6.0,64,2.0,0,0,0,0,,1,,0,5,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,20,0,3636400,56.04,75.0,1.9
47,M,1,20,15,1,8.0,66,2.0,0,0,0,0,,1,,0,5,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,20,0,3636400,56.04,115.0,1.9
0,Cb,0,5,16,1,0.5,5,4.0,0,0,0,0,0.0,0,0.0,1,6,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,5,10,3809500,56.04,45.0,2.0
1,Cb,0,5,16,1,1.0,10,4.0,0,0,0,0,0.0,0,0.0,1,6,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,5,10,3809500,56.04,45.0,2.0
2,Cb,0,5,16,1,1.5,16,4.0,0,0,0,0,0.0,0,0.0,1,6,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,5,10,3809500,56.04,45.0,2.1
3,Cb,0,5,16,1,2.0,21,4.0,0,0,0,0,0.0,0,0.0,1,6,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,5,10,3809500,56.04,45.0,1.9
4,Cb,0,5,16,1,3.0,28,4.0,0,0,0,0,0.0,0,0.0,1,6,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,5,10,3809500,56.04,45.0,1.9
5,Cb,0,5,16,1,4.0,29,4.0,0,0,0,0,0.0,0,0.0,1,6,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,5,10,3809500,56.04,75.0,1.9
6,Cb,0,5,16,1,6.0,32,4.0,0,0,0,0,0.0,0,0.0,1,6,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,5,10,3809500,56.04,75.0,1.9
7,Cb,0,5,16,1,8.0,33,4.0,0,0,0,0,0.0,0,0.0,1,6,11712408,BPXCC,90,90,20,0.5,0,2024-06-26,Beamstyle_BPXCC_Intensity,10,5,10,3809500,56.04,115.0,1.9
