,level_0,index,PROBENAME,MODE,SUBMODEINDEX,BEAMSTYLEINDEX,SYSTXFREQINDEX,TXPGWAVEFORMSTYLE,TXFOCUSLOCCM,NUMTXELEMENTS,PROBENUMTXCYCLES,ISTXCHANNELMODULATIONEN,ISPRESETCPAEN,CPADELAYOFFSETCLK,TXPULSERLE,TXPGWAVEFORMLUT,ELEVAPERINDEX,SYSTEMPULSERSEL,VTXINDEX,probeId,probeName,maxTxVoltageVolt,ceilTxVoltageVolt,totalVoltagePt,numMeasVoltage,zStartDistCm,DTxFreqIndex,dumpSwVersion,measSetComments,Count,OrgBeamstyleIdx,bsIndexTrace,TxFrequencyHz,ProbeNumTxCycles,profTxVoltageVolt,zMeasNum,zt_est
106,28,148,14L5,B,1,1,23,0,2.5,31,1.0,0,0,0,1.25:0.25:-1.25:0.25,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,5714300,1.0,56.04,45.0,1.0
107,29,149,14L5,B,1,1,23,0,3.0,38,1.0,0,0,0,1.25:0.25:-1.25:0.25,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,5714300,1.0,56.04,45.0,0.9
108,30,150,14L5,B,1,1,23,0,3.5,44,1.0,0,0,0,1.25:0.25:-1.25:0.25,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,5714300,1.0,56.04,75.0,1.1
109,31,151,14L5,B,1,1,23,0,4.0,50,1.0,0,0,0,1.25:0.25:-1.25:0.25,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,5714300,1.0,56.04,75.0,1.0
110,80,48,14L5,B,1,1,17,0,0.25,6,1.0,1,0,0,1.30:0.20:-1.30:0.20,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.0,56.04,45.0,0.5
111,81,49,14L5,B,1,1,17,0,0.5,13,1.0,1,0,0,1.30:0.20:-1.30:0.20,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.0,56.04,45.0,0.5
112,82,50,14L5,B,1,1,17,0,0.75,19,1.0,1,0,0,1.30:0.20:-1.30:0.20,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.0,56.04,45.0,0.5
113,83,51,14L5,B,1,1,17,0,1.0,25,1.0,1,0,0,1.30:0.20:-1.30:0.20,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.0,56.04,45.0,0.7
114,84,52,14L5,B,1,1,17,0,1.5,38,1.0,1,0,0,1.30:0.20:-1.30:0.20,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.0,56.04,45.0,0.8
115,85,53,14L5,B,1,1,17,0,2.25,56,1.0,1,0,0,1.30:0.20:-1.30:0.20,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.0,56.04,45.0,0.9
116,86,54,14L5,B,1,1,17,0,3.5,88,1.0,1,0,0,1.30:0.20:-1.30:0.20,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.0,56.04,75.0,1.1
117,87,55,14L5,B,1,1,17,0,5.25,131,1.0,1,0,0,1.30:0.20:-1.30:0.20,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.0,56.04,75.0,1.3
118,88,158,14L5,B,1,1,17,0,7.0,175,1.0,1,0,0,1.30:0.20:-1.30:0.20,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.0,56.04,115.0,1.5
119,89,64,14L5,B,1,1,20,0,0.25,6,1.0,1,0,0,1.2942:0.2058:-1.2942:0.2058,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.0,56.04,45.0,0.5
120,90,65,14L5,B,1,1,20,0,0.5,13,1.0,1,0,0,1.2942:0.2058:-1.2942:0.2058,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.0,56.04,45.0,0.5
121,91,66,14L5,B,1,1,20,0,0.75,19,1.0,1,0,0,1.2942:0.2058:-1.2942:0.2058,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.0,56.04,45.0,0.5
122,92,67,14L5,B,1,1,20,0,1.0,25,1.0,1,0,0,1.2942:0.2058:-1.2942:0.2058,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.0,56.04,45.0,0.7
123,93,68,14L5,B,1,1,20,0,1.5,38,1.0,1,0,0,1.2942:0.2058:-1.2942:0.2058,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.0,56.04,45.0,0.8
124,94,69,14L5,B,1,1,20,0,2.25,56,1.0,1,0,0,1.2942:0.2058:-1.2942:0.2058,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.0,56.04,45.0,0.9
125,95,70,14L5,B,1,1,20,0,3.5,88,1.0,1,0,0,1.2942:0.2058:-1.2942:0.2058,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.0,56.04,75.0,1.1
126,96,71,14L5,B,1,1,20,0,5.25,131,1.0,1,0,0,1.2942:0.2058:-1.2942:0.2058,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.0,56.04,75.0,1.3
127,97,160,14L5,B,1,1,20,0,7.0,175,1.0,1,0,0,1.2942:0.2058:-1.2942:0.2058,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.0,56.04,115.0,1.5
128,98,80,14L5,B,1,1,23,0,0.25,6,1.0,1,0,0,1.3571:0.1429:-1.3571:0.1429,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.0,56.04,45.0,0.5
129,99,81,14L5,B,1,1,23,0,0.5,13,1.0,1,0,0,1.3571:0.1429:-1.3571:0.1429,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.0,56.04,45.0,0.5
130,100,82,14L5,B,1,1,23,0,0.75,19,1.0,1,0,0,1.3571:0.1429:-1.3571:0.1429,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.0,56.04,45.0,0.5
131,101,83,14L5,B,1,1,23,0,1.0,25,1.0,1,0,0,1.3571:0.1429:-1.3571:0.1429,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.0,56.04,45.0,0.7
132,102,84,14L5,B,1,1,23,0,1.5,38,1.0,1,0,0,1.3571:0.1429:-1.3571:0.1429,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.0,56.04,45.0,0.8
133,103,85,14L5,B,1,1,23,0,2.25,56,1.0,1,0,0,1.3571:0.1429:-1.3571:0.1429,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.0,56.04,45.0,0.9
134,104,86,14L5,B,1,1,23,0,3.5,88,1.0,1,0,0,1.3571:0.1429:-1.3571:0.1429,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.0,56.04,75.0,1.1
135,105,87,14L5,B,1,1,23,0,5.25,131,1.0,1,0,0,1.3571:0.1429:-1.3571:0.1429,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.0,56.04,75.0,1.3
136,115,72,14L5,B,1,1,20,0,0.25,6,1.29,1,0,0,1.2942:0.2058:-1.2942:0.2058:1.2942,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.29,56.04,45.0,0.5
137,116,73,14L5,B,1,1,20,0,0.5,13,1.29,1,0,0,1.2942:0.2058:-1.2942:0.2058:1.2942,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.29,56.04,45.0,0.5
138,117,74,14L5,B,1,1,20,0,0.75,19,1.29,1,0,0,1.2942:0.2058:-1.2942:0.2058:1.2942,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.29,56.04,45.0,0.5
139,118,75,14L5,B,1,1,20,0,1.0,25,1.29,1,0,0,1.2942:0.2058:-1.2942:0.2058:1.2942,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.29,56.04,45.0,0.7
140,119,76,14L5,B,1,1,20,0,1.5,38,1.29,1,0,0,1.2942:0.2058:-1.2942:0.2058:1.2942,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.29,56.04,45.0,0.8
141,120,77,14L5,B,1,1,20,0,2.25,56,1.29,1,0,0,1.2942:0.2058:-1.2942:0.2058:1.2942,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.29,56.04,45.0,0.9
142,121,78,14L5,B,1,1,20,0,3.5,88,1.29,1,0,0,1.2942:0.2058:-1.2942:0.2058:1.2942,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.29,56.04,75.0,1.1
143,122,79,14L5,B,1,1,20,0,5.25,131,1.29,1,0,0,1.2942:0.2058:-1.2942:0.2058:1.2942,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.29,56.04,75.0,1.3
144,123,161,14L5,B,1,1,20,0,7.0,175,1.29,1,0,0,1.2942:0.2058:-1.2942:0.2058:1.2942,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4705900,1.29,56.04,115.0,1.5
145,124,56,14L5,B,1,1,17,0,0.25,6,1.3,1,0,0,1.30:0.20:-1.30:0.20:1.30,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.3,56.04,45.0,0.5
146,125,57,14L5,B,1,1,17,0,0.5,13,1.3,1,0,0,1.30:0.20:-1.30:0.20:1.30,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.3,56.04,45.0,0.5
147,126,58,14L5,B,1,1,17,0,0.75,19,1.3,1,0,0,1.30:0.20:-1.30:0.20:1.30,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.3,56.04,45.0,0.5
148,127,59,14L5,B,1,1,17,0,1.0,25,1.3,1,0,0,1.30:0.20:-1.30:0.20:1.30,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.3,56.04,45.0,0.7
149,128,60,14L5,B,1,1,17,0,1.5,38,1.3,1,0,0,1.30:0.20:-1.30:0.20:1.30,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.3,56.04,45.0,0.8
150,129,61,14L5,B,1,1,17,0,2.25,56,1.3,1,0,0,1.30:0.20:-1.30:0.20:1.30,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.3,56.04,45.0,0.9
151,130,62,14L5,B,1,1,17,0,3.5,88,1.3,1,0,0,1.30:0.20:-1.30:0.20:1.30,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.3,56.04,75.0,1.1
152,131,63,14L5,B,1,1,17,0,5.25,131,1.3,1,0,0,1.30:0.20:-1.30:0.20:1.30,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.3,56.04,75.0,1.3
153,132,159,14L5,B,1,1,17,0,7.0,175,1.3,1,0,0,1.30:0.20:-1.30:0.20:1.30,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,2,1,20,4000000,1.3,56.04,115.0,1.5
154,133,88,14L5,B,1,1,23,0,0.25,6,1.36,1,0,0,1.3571:0.1429:-1.3571:0.1429:1.3571,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.36,56.04,45.0,0.5
155,134,89,14L5,B,1,1,23,0,0.5,13,1.36,1,0,0,1.3571:0.1429:-1.3571:0.1429:1.3571,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.36,56.04,45.0,0.5
156,135,90,14L5,B,1,1,23,0,0.75,19,1.36,1,0,0,1.3571:0.1429:-1.3571:0.1429:1.3571,0.0,0,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.36,56.04,45.0,0.5
157,136,91,14L5,B,1,1,23,0,1.0,25,1.36,1,0,0,1.3571:0.1429:-1.3571:0.1429:1.3571,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.36,56.04,45.0,0.7
158,137,92,14L5,B,1,1,23,0,1.5,38,1.36,1,0,0,1.3571:0.1429:-1.3571:0.1429:1.3571,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.36,56.04,45.0,0.8
159,138,93,14L5,B,1,1,23,0,2.25,56,1.36,1,0,0,1.3571:0.1429:-1.3571:0.1429:1.3571,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.36,56.04,45.0,0.9
160,139,94,14L5,B,1,1,23,0,3.5,88,1.36,1,0,0,1.3571:0.1429:-1.3571:0.1429:1.3571,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.36,56.04,75.0,1.1
161,140,95,14L5,B,1,1,23,0,5.25,131,1.36,1,0,0,1.3571:0.1429:-1.3571:0.1429:1.3571,0.0,1,0,1,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,1,0,5714300,1.36,56.04,75.0,1.3
162,32,323,14L5,Cb,0,5,26,1,0.25,4,3.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,3.0,56.04,45.0,0.5
163,33,324,14L5,Cb,0,5,26,1,0.5,8,3.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,3.0,56.04,45.0,0.5
164,34,325,14L5,Cb,0,5,26,1,0.75,13,3.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,3.0,56.04,45.0,0.5
165,35,326,14L5,Cb,0,5,26,1,1.0,17,3.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,3.0,56.04,45.0,0.6
166,36,327,14L5,Cb,0,5,26,1,1.5,25,3.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,3.0,56.04,45.0,0.8
167,37,328,14L5,Cb,0,5,26,1,2.25,38,3.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,3.0,56.04,45.0,0.9
168,38,329,14L5,Cb,0,5,26,1,3.5,58,3.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,3.0,56.04,75.0,1.1
169,39,330,14L5,Cb,0,5,26,1,5.25,88,3.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,3.0,56.04,75.0,1.3
170,40,331,14L5,Cb,0,5,28,1,0.25,4,3.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,3.0,56.04,45.0,0.5
171,41,332,14L5,Cb,0,5,28,1,0.5,8,3.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,3.0,56.04,45.0,0.5
172,42,333,14L5,Cb,0,5,28,1,0.75,13,3.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,3.0,56.04,45.0,0.5
173,43,334,14L5,Cb,0,5,28,1,1.0,17,3.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,3.0,56.04,45.0,0.6
174,44,335,14L5,Cb,0,5,28,1,1.5,25,3.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,3.0,56.04,45.0,0.8
175,45,336,14L5,Cb,0,5,28,1,2.25,38,3.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,3.0,56.04,45.0,0.9
176,46,337,14L5,Cb,0,5,28,1,3.5,58,3.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,3.0,56.04,75.0,1.1
177,47,338,14L5,Cb,0,5,28,1,5.25,88,3.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,3.0,56.04,75.0,1.3
178,48,307,14L5,Cb,0,5,22,1,0.25,4,4.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,5333300,4.0,56.04,45.0,0.5
179,49,308,14L5,Cb,0,5,22,1,0.5,8,4.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,5333300,4.0,56.04,45.0,0.5
180,50,309,14L5,Cb,0,5,22,1,0.75,13,4.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,5333300,4.0,56.04,45.0,0.5
181,51,310,14L5,Cb,0,5,22,1,1.0,17,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,5333300,4.0,56.04,45.0,0.6
182,52,311,14L5,Cb,0,5,22,1,1.5,25,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,5333300,4.0,56.04,45.0,0.8
183,53,312,14L5,Cb,0,5,22,1,2.25,38,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,5333300,4.0,56.04,45.0,0.9
184,54,313,14L5,Cb,0,5,22,1,3.5,58,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,5333300,4.0,56.04,75.0,1.1
185,55,314,14L5,Cb,0,5,22,1,5.25,88,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,5333300,4.0,56.04,75.0,1.3
186,56,315,14L5,Cb,0,5,24,1,0.25,4,4.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,6153800,4.0,56.04,45.0,0.5
187,57,316,14L5,Cb,0,5,24,1,0.5,8,4.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,6153800,4.0,56.04,45.0,0.5
188,58,317,14L5,Cb,0,5,24,1,0.75,13,4.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,6153800,4.0,56.04,45.0,0.5
189,59,318,14L5,Cb,0,5,24,1,1.0,17,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,6153800,4.0,56.04,45.0,0.6
190,60,319,14L5,Cb,0,5,24,1,1.5,25,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,6153800,4.0,56.04,45.0,0.8
191,61,320,14L5,Cb,0,5,24,1,2.25,38,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,6153800,4.0,56.04,45.0,0.9
192,62,321,14L5,Cb,0,5,24,1,3.5,58,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,6153800,4.0,56.04,75.0,1.1
193,63,322,14L5,Cb,0,5,24,1,5.25,88,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,6153800,4.0,56.04,75.0,1.3
194,64,403,14L5,Cb,0,5,26,1,0.5,8,4.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,4.0,56.04,45.0,0.5
195,65,404,14L5,Cb,0,5,26,1,0.75,13,4.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,4.0,56.04,45.0,0.5
196,66,405,14L5,Cb,0,5,26,1,1.0,17,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,4.0,56.04,45.0,0.6
197,67,406,14L5,Cb,0,5,26,1,1.5,25,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,4.0,56.04,45.0,0.8
198,68,407,14L5,Cb,0,5,26,1,2.25,38,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,4.0,56.04,45.0,0.9
199,69,408,14L5,Cb,0,5,26,1,3.5,58,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,4.0,56.04,75.0,1.1
200,70,409,14L5,Cb,0,5,26,1,5.25,88,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,4.0,56.04,75.0,1.3
201,71,410,14L5,Cb,0,5,26,1,7.0,117,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,7272700,4.0,56.04,115.0,1.4
202,72,411,14L5,Cb,0,5,28,1,0.5,8,4.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,4.0,56.04,45.0,0.5
203,73,412,14L5,Cb,0,5,28,1,0.75,13,4.0,0,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,4.0,56.04,45.0,0.5
204,74,413,14L5,Cb,0,5,28,1,1.0,17,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,4.0,56.04,45.0,0.6
205,75,414,14L5,Cb,0,5,28,1,1.5,25,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,4.0,56.04,45.0,0.8
206,76,415,14L5,Cb,0,5,28,1,2.25,38,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,4.0,56.04,45.0,0.9
207,77,416,14L5,Cb,0,5,28,1,3.5,58,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,4.0,56.04,75.0,1.1
208,78,417,14L5,Cb,0,5,28,1,5.25,88,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,4.0,56.04,75.0,1.3
209,79,418,14L5,Cb,0,5,28,1,7.0,117,4.0,0,0,0,0,0.0,1,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,3,5,10,8888900,4.0,56.04,115.0,1.4
210,210,451,14L5,D,0,10,22,1,0.25,3,4.0,1,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,5333300,4.0,56.04,45.0,0.9
211,211,452,14L5,D,0,10,22,1,0.5,6,4.0,1,0,0,0,0.0,0,0,0,11254090,14L5,90,90,20,8,0.5,0,R2.5,Beamstyle_14L5_Intensity,1,10,0,5333300,4.0,56.04,45.0,0.9
